,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy
5484,0,0.1763137429999999,37,0,0.068983269,3884.0,3,0,0,0,1.0,1
9741,0,0.109827955,58,0,2695.0,,11,0,2,0,0.0,0
75075,0,0.15135596,51,0,0.246088468,5176.0,23,0,1,0,0.0,1
46804,0,0.046427742,58,0,0.0089132669999999,8750.0,8,0,0,0,0.0,1
141194,0,0.4220821559999999,33,0,0.1302174459999999,4000.0,10,0,0,0,0.0,1
77336,1,0.8639326209999999,50,1,1.082378033,3750.0,14,0,0,0,1.0,1
128253,0,0.038743708,71,0,0.249187703,4000.0,18,0,0,0,1.0,1
114605,1,0.9999999,65,1,702.0,,3,1,0,0,0.0,0
54831,0,0.001317089,48,1,169.0,,12,0,0,0,0.0,0
141117,0,0.020832465,53,0,1471.0,,7,0,1,0,0.0,0
101913,0,0.0615119739999999,63,0,0.245094363,8000.0,8,0,1,0,1.0,1
68823,0,0.0849225059999999,59,0,0.470710752,7681.0,8,0,1,0,0.0,1
122164,0,0.369347845,41,0,586.0,,4,0,1,0,0.0,0
46459,0,0.0,40,0,0.400912566,8108.0,7,0,2,0,1.0,1
36833,0,0.023977338,68,0,42.0,1.0,7,0,0,0,0.0,1
109165,0,0.019333141,61,0,0.1247065319999999,7240.0,14,0,1,0,0.0,1
114780,0,0.0,38,0,1890.0,,8,0,2,0,4.0,0
37442,0,0.058074479,37,0,0.0786001149999999,12200.0,7,0,1,0,3.0,1
37107,0,0.229272946,45,0,1533.0,,4,0,1,0,0.0,0
118475,0,0.60469202,68,0,0.1598055499999999,16250.0,12,0,1,0,0.0,1
92712,0,0.9999999,32,1,0.2705054619999999,5400.0,4,0,0,0,0.0,1
129564,0,0.064193581,51,0,0.0873146619999999,4855.0,3,0,0,0,1.0,1
144021,0,0.871324394,57,0,0.3567285379999999,3447.0,5,0,0,0,0.0,1
27982,0,0.9999999,60,2,3111.0,,5,1,1,2,0.0,0
17185,1,0.84717608,23,1,0.003997716,1750.0,1,0,0,0,0.0,1
83750,0,0.0338117809999999,50,0,0.3285727279999999,10992.0,11,0,3,0,0.0,1
104538,0,0.3216476879999999,54,0,0.3185884689999999,8047.0,16,0,2,0,0.0,1
118654,0,0.9999999,24,0,0.032845412,2800.0,1,0,0,0,0.0,1
65984,0,0.02636124,48,0,0.25794841,3333.0,2,0,1,0,0.0,1
8786,0,0.114662001,56,0,0.530705513,3500.0,17,0,2,0,0.0,1
32672,0,0.0002916549999999,71,0,0.0077821009999999,3083.0,6,0,0,0,0.0,1
128827,0,0.047977743,40,0,0.2584791149999999,5601.0,8,0,2,0,0.0,1
48848,0,0.8185524190000002,27,0,1380.0,,3,0,0,0,0.0,0
93256,0,0.3509901229999999,63,1,1.110419907,4500.0,13,0,3,1,1.0,1
93142,0,0.9999999,61,0,0.386348487,7500.0,12,0,2,0,0.0,1
5721,0,0.0,35,0,1.063587283,3333.0,13,0,1,0,0.0,1
107771,0,0.0322619749999999,85,0,0.004475764,10500.0,10,0,0,0,0.0,1
85249,0,0.0,66,0,0.2465878069999999,17583.0,12,0,2,0,1.0,1
80298,0,0.6415221589999999,62,0,3754.0,,23,0,2,0,0.0,0
134616,0,0.760174855,50,0,0.351292109,8667.0,7,0,1,0,0.0,1
49514,0,0.113630822,29,1,0.0755697719999999,2500.0,3,0,0,0,0.0,1
120574,0,0.0,77,0,0.310168983,10000.0,6,0,2,0,1.0,1
35659,0,0.171831658,61,0,0.8310887929999998,4380.0,24,0,4,0,0.0,1
74614,0,0.016178283,68,0,0.214592985,6043.0,8,0,1,0,0.0,1
114231,0,0.0506362129999999,76,0,0.031193761,1666.0,7,0,0,0,0.0,1
128508,0,0.414452731,47,0,0.3081892059999999,4798.0,10,0,0,0,4.0,1
107368,0,0.031176386,67,0,0.065386923,5000.0,15,0,0,0,0.0,1
42208,0,0.012537022,82,0,634.0,,10,0,0,0,1.0,0
72437,0,0.727675493,49,0,0.4512155239999999,9172.0,20,0,2,0,1.0,1
51511,0,0.361005668,60,0,5714.0,,15,0,3,0,0.0,0
125780,0,0.915726325,28,0,0.151902249,3600.0,4,0,0,0,1.0,1
87700,0,0.020657054,67,0,43.0,,7,0,0,0,0.0,0
26315,0,0.2998137799999999,48,0,0.3642767870000001,8800.0,7,0,2,0,1.0,1
31652,0,0.0,61,0,0.0,,3,0,0,0,0.0,0
71347,0,0.430294337,39,0,0.4930633669999999,8000.0,9,0,1,0,0.0,1
80545,0,0.0,52,0,0.0,5200.0,1,0,0,0,0.0,1
55965,0,0.9999999,28,2,0.187129022,3200.0,3,0,0,0,0.0,1
105874,0,0.011241408,64,0,0.221165569,4100.0,13,0,1,0,1.0,1
39954,0,0.9999999,55,0,0.184894053,8777.0,4,0,2,0,3.0,1
149111,0,0.830355202,48,0,0.410823647,8000.0,5,0,1,0,3.0,1
37801,0,0.0088173799999999,47,0,0.7538819879999998,6439.0,6,0,2,0,2.0,1
127684,0,0.0792092959999999,33,0,2.137385512,1200.0,8,0,2,0,0.0,1
95441,0,0.01239752,74,0,0.166426097,6927.0,3,0,0,0,0.0,1
53016,1,0.9999999,39,0,0.0006088709999999,21350.0,0,1,0,0,2.0,1
30584,0,0.0060911189999999,85,0,0.0296162269999999,10500.0,17,0,0,0,0.0,1
54790,0,0.613462179,50,3,3105.0,,6,1,1,1,0.0,0
57834,0,0.0,45,0,0.321355759,3923.0,4,0,1,0,4.0,1
103799,0,0.4573043279999999,49,0,0.135796204,9852.0,7,0,0,0,2.0,1
73974,0,0.005878388,54,0,0.156534227,12533.0,20,0,1,0,2.0,1
60431,0,0.012531662,36,0,0.138189448,3335.0,2,0,0,0,3.0,1
83553,0,0.139103113,62,0,773.0,,4,0,1,0,0.0,0
36667,0,0.026331875,71,0,0.0819795049999999,4000.0,10,0,0,0,1.0,1
113571,0,0.153960208,45,0,4541.0,,8,0,2,0,3.0,0
5734,0,0.0,44,0,0.0,3016.0,1,0,0,0,0.0,1
139390,0,0.9999999,30,0,0.042789757,5935.0,6,4,0,0,0.0,1
91865,0,0.041627043,46,0,0.025828757,4916.0,4,0,0,0,1.0,1
105967,0,0.0,32,0,0.5469686879999999,1500.0,6,0,1,0,0.0,1
98781,0,0.0,90,0,0.0,,7,0,0,0,0.0,0
52235,0,0.024815314,51,0,1701.0,,3,0,1,0,0.0,0
75924,0,0.262259799,36,0,0.497389179,9000.0,23,0,1,0,0.0,1
60633,0,0.035409781,69,0,0.011901928,4200.0,4,0,0,0,0.0,1
149887,0,0.400219103,42,0,0.363569646,6812.0,8,0,1,0,2.0,1
29054,0,0.999929088,35,0,0.3793743749999999,7000.0,5,0,1,0,1.0,1
65574,0,0.2894707599999999,33,0,0.2604155089999999,9000.0,7,0,2,0,3.0,1
126197,0,0.031671192,63,0,97.0,,15,0,0,0,0.0,0
120712,1,0.7956895299999999,44,2,0.8155859609999998,1680.0,5,0,0,1,3.0,1
10428,0,0.014571613,89,0,0.007855273,4200.0,6,0,0,0,0.0,1
42906,0,0.970686209,50,0,0.101353697,2880.0,3,0,0,0,1.0,1
25539,0,0.224517353,45,0,0.795755152,3250.0,6,0,1,1,0.0,1
133018,0,0.0098995049999999,47,0,10437.0,,7,0,4,0,0.0,0
142149,0,0.046894804,57,0,3118.0,,9,0,1,0,0.0,0
105776,0,0.1332444469999999,50,0,0.3764868129999999,5800.0,15,0,2,0,0.0,1
111690,0,0.0231954,76,0,0.04799616,8333.0,6,0,0,0,0.0,1
125994,0,0.9999999,50,2,0.224989518,11924.0,7,1,2,0,0.0,1
46875,0,0.129976211,69,0,0.214493961,2400.0,13,0,0,0,0.0,1
65944,0,0.076452229,70,0,0.4708654179999999,8700.0,14,0,2,1,2.0,1
118120,0,0.00124526,62,0,0.0365345259999999,13192.0,9,0,1,0,1.0,1
50766,0,0.66741833,63,0,7020.0,,10,0,1,0,0.0,0
83355,0,0.0,50,0,0.4622200579999999,10269.0,4,0,2,0,0.0,1
36071,0,0.337808584,63,0,0.4972402209999999,4166.0,13,0,2,0,0.0,1
138408,0,0.0,40,0,0.597675291,2666.0,4,0,1,0,5.0,1
76240,0,0.9999999,63,0,0.248317554,8766.0,14,0,2,0,0.0,1
35515,0,0.838003857,74,0,0.764174362,10070.0,17,0,2,0,1.0,1
60440,0,0.02854459,59,1,0.583366653,2500.0,16,0,2,0,0.0,1
4786,1,0.9999999,59,0,0.8562913909999998,3019.0,8,0,1,0,1.0,1
123533,0,0.102089791,37,0,0.161010678,9458.0,8,0,1,0,2.0,1
19112,0,0.0,53,0,0.10480665,8300.0,13,0,0,0,0.0,1
107527,0,0.086922363,45,0,0.012148258,16133.0,3,0,0,0,3.0,1
140103,0,0.0937246389999999,66,2,1683.0,,21,0,2,0,0.0,0
127427,0,0.335414446,65,0,943.0,,7,0,0,0,1.0,0
31372,0,0.948207171,44,0,0.80902397,6382.0,7,0,3,0,1.0,1
116310,0,0.141195293,71,0,0.223093963,10833.0,7,0,1,0,0.0,1
37409,0,0.0,56,0,0.0,3333.0,9,1,0,0,0.0,1
85947,0,0.477210413,62,1,0.015798331,29116.0,3,0,0,0,1.0,1
134886,0,0.132466883,46,0,0.1717590569999999,4581.0,9,0,0,0,0.0,1
102656,0,0.034853806,45,0,0.015856601,2900.0,5,0,0,0,0.0,1
64838,0,0.164536513,65,1,0.295227726,5510.0,10,0,2,0,0.0,1
143176,0,0.0,60,0,6725.0,,17,0,7,0,0.0,0
102125,0,0.0,62,0,2801.0,0.0,11,0,1,0,0.0,1
13891,0,0.156232956,55,0,0.2531493699999999,5000.0,12,0,2,0,1.0,1
3874,0,0.4998077070000001,38,0,0.288719785,6701.0,8,0,2,0,2.0,1
122685,1,0.9999999,25,0,0.1745502999999999,1500.0,1,0,0,0,0.0,1
15815,0,0.845279247,56,0,0.135987475,4470.0,4,0,0,0,0.0,1
149209,0,0.001262556,89,0,0.000884173,3392.0,13,0,0,0,0.0,1
34130,0,0.0417744779999999,76,0,0.520785514,3920.0,12,0,2,0,1.0,1
59241,0,0.458251507,61,0,2240.0,,11,0,2,0,0.0,0
53708,0,0.403305324,33,0,0.302261191,4333.0,7,0,2,0,2.0,1
112453,0,0.5148237129999998,34,0,0.512945399,3900.0,9,0,0,0,3.0,1
90676,0,0.047934741,49,0,0.209697302,7300.0,14,0,2,0,1.0,1
82459,0,0.986460468,69,0,0.264992423,4618.0,9,0,0,0,1.0,1
105733,0,0.5384615379999999,21,0,8.0,1.0,1,0,0,0,0.0,1
120040,0,0.3596403599999999,32,0,0.257774223,10000.0,7,0,1,1,2.0,1
101357,0,0.4830471969999999,40,0,0.389624426,3700.0,11,0,0,0,2.0,1
85194,1,0.9297966700000002,33,0,0.205322013,9657.0,9,0,1,0,2.0,1
63053,0,0.868603043,61,3,1735.0,,14,0,2,1,0.0,0
75113,0,0.5949712209999999,48,0,58.0,,2,0,0,0,0.0,0
125685,0,0.0,49,0,1855.0,,4,0,1,0,0.0,0
14586,0,0.63384154,59,0,0.4091746339999999,11400.0,9,0,2,0,0.0,1
27923,0,0.420583981,52,0,0.533064375,5700.0,18,0,1,0,1.0,1
56474,0,0.7239156829999999,43,0,0.4746409739999999,5500.0,11,0,0,0,3.0,1
1616,0,0.2860098469999999,65,0,3622.0,,5,0,1,0,0.0,0
148520,1,1.00619876,29,0,0.4368543819999999,3000.0,8,0,0,1,1.0,1
6478,0,0.0,42,1,0.058535219,7140.0,2,0,0,0,1.0,1
96766,0,0.0769615369999999,62,0,0.112676056,6815.0,4,0,1,0,2.0,1
89111,0,0.008571184,54,0,3008.0,,11,0,3,0,2.0,0
116853,0,0.003503944,48,0,0.0004615029999999,13000.0,11,0,0,0,0.0,1
60570,0,0.7831729409999999,52,2,0.8597570119999999,6666.0,12,0,2,0,0.0,1
125541,0,0.003286582,55,0,0.273372663,10000.0,14,0,1,0,0.0,1
10626,0,0.0,35,0,0.0,5833.0,6,0,0,0,0.0,1
102309,0,0.538804707,50,0,1595.0,,4,0,1,0,0.0,0
22832,0,0.277315328,70,0,0.305322886,3700.0,14,0,0,0,0.0,1
94480,0,0.04409951,63,0,0.4456347079999999,5600.0,12,0,3,0,0.0,1
28593,0,0.3775518709999999,34,0,0.199520192,2500.0,3,0,0,0,4.0,1
135672,0,0.407706114,65,0,0.095255408,5500.0,4,0,0,0,0.0,1
31873,0,0.228438578,71,0,3013.0,,6,0,2,0,0.0,0
119916,0,0.106446777,27,0,0.2067468269999999,2993.0,15,0,0,0,0.0,1
118491,0,0.6924875009999998,40,0,0.4544872820000001,6250.0,9,0,2,0,1.0,1
4832,0,0.013518018,60,0,0.7117627459999998,3000.0,6,0,1,0,0.0,1
33171,0,0.093928704,55,0,0.073309921,6833.0,21,0,0,0,1.0,1
36473,0,0.033694648,27,0,0.143015829,3600.0,3,0,0,0,0.0,1
101614,0,0.0528040119999999,56,0,5388.0,,21,0,2,0,0.0,0
138829,0,0.0,35,0,0.962452788,4500.0,12,0,1,0,4.0,1
38559,0,0.5490853479999999,31,0,365.0,,4,0,0,0,0.0,0
651,0,0.0,36,0,0.3704186769999999,7666.0,4,0,1,0,2.0,1
59620,0,0.105632509,81,0,0.146783626,3419.0,11,0,0,0,0.0,1
46334,0,0.142055351,29,0,0.440445587,2333.0,16,0,0,2,0.0,1
20614,0,0.0,81,0,0.0,,1,0,0,0,0.0,0
78989,0,0.9999999,56,0,96.0,,2,0,0,0,0.0,0
25339,0,0.016999638,63,0,0.0024419799999999,218674.0,3,0,1,0,0.0,1
87450,0,0.017259598,61,0,0.413597137,4750.0,8,0,1,0,0.0,1
53720,0,0.005629926,73,0,0.001614639,5573.0,3,0,0,0,0.0,1
76260,0,1.038212816,24,0,0.285714286,1000.0,3,0,0,0,0.0,1
45654,0,0.0567850229999999,56,1,2480.0,,14,0,3,0,0.0,0
82339,0,0.029303888,52,0,0.2066318299999999,15500.0,12,0,1,0,0.0,1
61955,0,0.044929687,46,0,0.166696964,5500.0,14,0,0,0,2.0,1
47374,0,0.965812716,51,2,0.297266328,12217.0,12,0,1,0,3.0,1
139904,0,0.9999999,29,0,0.082298463,4750.0,2,0,0,0,0.0,1
71730,0,0.585808702,45,0,0.5135321499999999,5800.0,11,0,2,0,0.0,1
114492,0,0.923688814,48,1,6428.0,,14,0,3,0,2.0,0
62192,0,0.002279909,73,0,3.593683194,14500.0,26,0,23,0,0.0,1
70132,0,0.0633851679999999,50,0,1539.0,,10,0,1,0,0.0,0
131631,1,1.009840943,57,1,0.3187485299999999,4250.0,4,5,0,0,1.0,1
60424,0,0.0645906359999999,44,0,0.150975403,4715.0,5,0,1,0,3.0,1
30179,0,0.014031785,91,0,0.0762942779999999,4036.0,11,0,0,0,0.0,1
10914,0,0.969147005,31,0,0.0749583559999999,1800.0,4,0,0,0,0.0,1
14827,0,0.0356828059999999,46,0,0.613948033,11083.0,13,0,4,0,2.0,1
147145,0,0.0241765419999999,54,0,0.221024259,11500.0,12,0,1,0,4.0,1
107457,1,0.9999999,40,1,0.092405653,6438.0,1,2,0,0,2.0,1
114053,0,0.0101963869999999,74,0,0.4191954829999999,4250.0,13,0,1,0,0.0,1
132023,0,0.082724906,28,0,332.0,,9,0,0,0,0.0,0
11386,0,0.0,47,0,0.4320649070000001,8750.0,10,0,1,0,0.0,1
63280,0,0.752662928,45,0,0.925054113,3695.0,5,0,1,0,0.0,1
141680,0,0.3822959289999999,48,0,1.126892574,4160.0,12,0,2,0,3.0,1
46100,0,0.540719036,63,3,0.525405787,2833.0,13,0,3,0,0.0,1
51562,0,0.0,61,0,0.0,,1,0,0,0,0.0,0
123761,0,0.207220322,55,0,0.569172408,12916.0,35,0,2,0,2.0,1
2134,0,0.093984336,24,0,16.0,,2,0,0,0,0.0,0
122440,0,0.1691387689999999,51,0,2347.0,,8,0,1,0,0.0,0
111003,0,0.389340993,44,0,0.2703791899999999,5458.0,8,0,1,0,0.0,1
129100,0,0.0,78,0,38.0,,2,0,0,0,1.0,0
69966,0,0.907002906,47,0,4947.0,,7,0,2,0,0.0,0
84695,0,0.007474869,51,0,0.505284205,3500.0,22,0,1,0,0.0,1
143334,1,0.300506213,39,0,0.371559633,6539.0,13,0,2,0,6.0,1
136829,0,0.060024352,80,0,0.1686552719999999,3100.0,4,0,1,0,0.0,1
44618,0,0.594336107,63,0,0.124127523,5300.0,9,0,0,0,0.0,1
86572,0,0.1843684969999999,54,0,0.430959874,5083.0,13,0,2,0,3.0,1
128614,0,0.153719674,39,0,1229.0,,6,0,1,0,1.0,0
87499,0,0.0846581649999999,81,8,44.0,,2,1,0,1,0.0,0
140245,0,0.131164238,76,0,0.019081743,12000.0,6,0,0,0,0.0,1
7271,0,0.018496917,26,0,0.001172791,2557.0,4,0,0,0,0.0,1
57732,0,0.009255433,79,0,3.0,,4,0,0,0,0.0,0
34502,0,0.034843657,66,0,0.3119524149999999,12440.0,9,0,1,0,0.0,1
20618,0,0.019289131,48,0,0.36652432,9600.0,20,0,2,0,1.0,1
84086,0,0.572432252,55,0,0.7328841559999999,4600.0,18,0,1,0,0.0,1
13251,0,0.925311203,68,1,0.44524237,2227.0,12,0,0,0,0.0,1
56271,0,0.439141912,63,1,0.451043876,8956.0,12,0,3,0,1.0,1
20415,0,0.925893006,68,0,0.369871043,1705.0,4,0,0,0,0.0,1
119991,0,0.0,39,0,64.0,,4,0,0,0,0.0,0
15671,0,0.0399006599999999,67,0,0.452410256,9749.0,15,0,2,0,1.0,1
113448,0,0.139291671,56,0,3370.0,,9,0,1,0,0.0,0
73172,0,0.0165535909999999,67,0,0.381688466,12614.0,16,0,3,0,0.0,1
7457,0,0.2121241929999999,60,0,0.260983199,8034.0,5,0,1,0,2.0,1
124393,0,0.008644158,89,0,0.002090719,11000.0,5,0,0,0,0.0,1
120779,0,0.0,49,0,1055.0,,5,0,1,0,0.0,0
5498,0,0.0840913989999999,72,0,0.34362502,6250.0,16,1,1,0,0.0,1
58303,0,0.9999999,36,0,0.8290883119999999,4200.0,9,0,2,0,0.0,1
39950,0,0.0596400419999999,42,0,0.974224093,1900.0,7,0,1,0,3.0,1
3787,0,0.9999999,37,0,0.2821901319999999,3323.0,5,3,1,3,2.0,1
44060,1,1.072992701,39,0,0.322342668,6641.0,9,0,1,0,0.0,1
118371,0,0.816224492,65,0,6.00998004,500.0,9,0,2,0,0.0,1
41390,0,0.6611357079999999,46,0,0.5640651589999999,4112.0,8,0,2,0,1.0,1
139679,0,0.044830795,44,0,3850.0,,7,0,2,0,0.0,0
33565,1,0.9999999,56,4,0.523646165,4080.0,7,8,1,2,0.0,1
87000,0,0.075643051,67,0,0.12462908,3032.0,8,0,1,0,0.0,1
124542,0,0.2523189519999999,58,0,0.5088323519999999,9000.0,19,0,2,0,4.0,1
121799,0,0.099877951,74,0,0.470705859,5000.0,15,0,1,0,0.0,1
128208,0,0.854338189,60,0,0.371669992,8520.0,8,0,1,0,0.0,1
147139,0,0.155011514,56,0,0.032258065,5920.0,5,0,0,0,0.0,1
61959,0,0.027194561,31,0,0.1322149559999999,3516.0,6,0,0,0,1.0,1
93477,0,0.013089719,51,0,1026.0,,3,0,1,0,0.0,0
147396,0,0.1123534219999999,28,0,0.026659557,3750.0,4,0,0,0,0.0,1
149687,0,0.356816592,67,0,2960.0,,4,0,2,0,0.0,0
57973,0,0.0090489309999999,47,0,250.0,,20,0,0,0,0.0,0
65763,0,0.0074144529999999,69,0,1664.0,,7,0,1,0,0.0,0
144469,0,0.954378898,57,0,1.245983577,2800.0,8,0,1,0,0.0,1
17190,0,0.347305389,67,0,0.0007499629999999,6666.0,2,0,0,0,0.0,1
88755,0,0.188846225,38,1,0.3927350969999999,7900.0,11,0,1,0,2.0,1
65729,0,0.1241806669999999,52,0,0.256678108,6700.0,13,0,2,0,0.0,1
138733,0,0.0192851399999999,61,0,0.1524105749999999,4500.0,8,0,0,0,1.0,1
104552,0,0.0073840879999999,71,0,9.0,,3,0,0,0,1.0,0
38114,0,0.326419387,52,0,4885.0,,9,0,2,0,1.0,0
96854,0,0.081934988,40,0,0.339295634,9000.0,9,0,2,0,0.0,1
68224,0,0.340287445,52,0,7224.0,,9,0,2,0,0.0,0
64205,0,0.2559767159999999,56,0,0.5018461539999999,16249.0,23,0,5,0,0.0,1
98921,0,0.0167993279999999,74,0,0.0066629649999999,1800.0,2,0,0,0,0.0,1
35339,0,0.2806719329999999,46,0,1761.0,,5,0,1,0,0.0,0
94612,0,0.553160403,58,0,0.607695584,7042.0,11,0,2,0,2.0,1
35341,0,0.0904621109999999,56,0,0.0151856019999999,5333.0,6,0,0,0,1.0,1
50367,0,0.1288881739999999,60,0,0.017980895,5338.0,3,1,0,0,0.0,1
46952,0,0.016299593,64,0,0.6090245879999999,3700.0,10,0,1,0,0.0,1
77080,0,0.035286939,42,0,0.261142547,12900.0,13,0,4,0,2.0,1
140134,0,0.757262137,57,0,0.265466817,8000.0,7,0,1,0,1.0,1
47149,0,0.233055339,56,0,4288.0,,13,0,2,0,0.0,0
38215,0,0.021666185,80,0,0.902560899,1600.0,7,0,1,0,0.0,1
111137,0,0.6128315509999999,28,0,0.4385382059999999,300.0,1,0,0,0,0.0,1
115654,0,0.016988115,41,0,1.079036901,3820.0,13,0,2,0,1.0,1
122003,0,1.089700997,26,0,9.0,,1,0,0,0,0.0,0
39276,0,0.1506891,61,1,0.365873271,6217.0,14,0,3,0,2.0,1
14442,0,0.0,69,0,20.0,,8,0,0,0,0.0,0
131685,0,0.1451085199999999,30,0,0.2463507299999999,5000.0,9,0,1,0,0.0,1
117383,0,0.0130758049999999,59,0,0.104216661,2916.0,9,0,0,0,0.0,1
127174,0,0.065895504,50,0,741.0,,9,0,1,0,0.0,0
141490,0,0.0,37,0,1.776447106,500.0,5,0,1,0,2.0,1
43786,0,0.0051698919999999,58,0,0.100578035,9514.0,6,0,0,0,0.0,1
34332,0,0.0048866999999999,50,0,0.0697700259999999,9000.0,4,0,0,0,1.0,1
73808,0,0.2102783659999999,41,0,0.217765376,8600.0,8,0,1,0,1.0,1
104612,0,0.021182398,53,0,0.420825017,9017.0,14,0,3,0,1.0,1
87070,0,0.350678247,63,0,0.186931698,4728.0,7,0,0,0,1.0,1
37955,1,0.9999999,52,0,0.005759539,4166.0,0,1,0,0,0.0,1
130524,0,0.9999999,48,0,0.2090813089999999,2840.0,3,0,0,0,1.0,1
48460,0,0.727456168,61,0,0.6304388079999999,5400.0,12,0,1,0,1.0,1
55519,0,0.998365542,41,2,0.634497252,6185.0,11,0,3,0,3.0,1
45404,0,0.0002484319999999,54,1,0.1965442759999999,8333.0,7,0,0,0,1.0,1
128425,0,0.8255909409999997,47,3,0.2720343949999999,15350.0,14,0,2,0,2.0,1
50434,0,0.6755552529999999,48,0,611.0,,10,0,0,0,0.0,0
138314,0,0.941835272,41,0,0.2270749149999999,6433.0,6,0,0,0,3.0,1
43393,0,0.032770492,49,0,1129.0,,4,0,2,0,0.0,0
16571,0,0.019160631,65,0,0.183547558,5834.0,8,0,2,0,1.0,1
4646,0,0.042068699,77,0,35.0,,2,0,0,0,0.0,0
108359,0,0.0020620389999999,67,0,0.144089733,3476.0,5,0,0,0,0.0,1
144034,0,0.2751322749999999,35,0,0.247469926,5236.0,9,0,1,0,2.0,1
40005,0,0.004336193,46,0,0.003207698,3740.0,12,0,0,0,2.0,1
20306,0,0.7759534519999999,51,0,0.501081159,6936.0,12,0,2,0,1.0,1
82535,0,0.204927305,41,0,0.1344111969999999,8287.0,7,0,0,0,5.0,1
113644,0,0.265613966,55,0,0.311296821,6700.0,6,0,2,0,0.0,1
28155,0,0.600382136,69,0,0.0794152939999999,27500.0,8,0,1,0,0.0,1
119513,0,0.0464483939999999,64,0,0.032489847,3200.0,4,0,0,0,0.0,1
104287,0,0.05002794,61,0,0.3180256169999999,3200.0,7,0,1,0,0.0,1
92373,0,0.268429263,62,0,0.086234118,13300.0,5,0,0,0,0.0,1
125858,0,0.0430215879999999,62,2,0.1742921269999999,11583.0,19,0,1,0,0.0,1
69582,0,0.4297302399999999,24,3,1054.0,,11,0,0,0,0.0,0
56702,0,0.222017462,30,0,0.32838166,7000.0,8,0,2,0,0.0,1
38076,0,0.0,58,0,0.055968784,8200.0,4,0,0,0,0.0,1
18608,0,0.3998277659999999,51,0,1.484804631,31785.0,43,0,6,0,3.0,1
13763,0,0.4908711009999999,45,0,0.18188419,5508.0,4,0,0,0,0.0,1
13298,0,0.0,47,0,0.146434143,25000.0,6,0,1,0,1.0,1
98465,0,0.1230985089999999,51,0,0.406878461,6861.0,15,0,1,0,4.0,1
82569,0,0.0204722799999999,70,0,1317.0,,16,0,1,0,0.0,0
73196,0,0.0,33,0,0.067280784,8575.0,5,0,0,0,0.0,1
67055,0,0.445866036,41,0,0.3892483239999999,8500.0,12,0,1,0,0.0,1
67543,0,0.0,67,0,0.5241644079999999,13283.0,12,0,1,0,1.0,1
8359,0,0.937132858,59,0,0.024523161,10642.0,1,0,0,0,2.0,1
69989,0,0.1595266489999999,59,0,0.2268508039999999,4416.0,8,0,1,0,1.0,1
74032,1,0.659191544,32,3,0.1460717999999999,7687.0,4,1,0,3,1.0,1
27548,0,0.0,50,0,0.0,4500.0,4,0,0,0,1.0,1
50935,0,0.076021999,72,0,94.0,,5,0,0,0,0.0,0
101983,0,0.99207597,41,0,0.465502464,9333.0,7,0,4,0,2.0,1
31898,0,0.0661785359999999,55,2,0.828811974,3206.0,10,0,1,0,0.0,1
54451,0,0.191930985,65,0,0.3266708309999999,1600.0,18,0,0,0,0.0,1
27405,1,0.9999999,39,1,0.4409849989999999,3532.0,3,3,1,0,0.0,1
90632,0,0.932067932,34,0,0.1408169089999999,3500.0,4,0,0,0,0.0,1
78688,0,0.918418839,32,0,0.3640245529999999,3746.0,7,0,0,0,3.0,1
106333,0,0.830725797,50,0,0.263945327,5413.0,4,0,1,0,1.0,1
56259,0,0.985244151,33,1,0.4180379089999999,4800.0,12,0,0,0,1.0,1
40214,0,0.542585077,47,0,2.90699462,1300.0,17,0,1,0,1.0,1
11827,0,0.0,85,0,0.0,7161.0,3,0,0,0,0.0,1
66153,0,0.119229785,62,0,4068.0,,14,0,2,0,0.0,0
21817,0,0.204603747,64,0,0.310665839,11278.0,5,0,1,0,0.0,1
114920,0,0.294878611,51,0,0.274451993,7800.0,5,0,2,1,0.0,1
97183,1,0.597796143,33,2,0.42473579,3500.0,12,0,2,1,0.0,1
71880,0,0.219916562,79,0,0.230814873,10111.0,15,0,1,0,0.0,1
113000,0,0.9999999,80,0,0.322580645,2169.0,3,1,0,3,0.0,1
36508,0,0.259787011,48,0,0.189112455,8100.0,9,0,1,0,3.0,1
117575,0,1.002832861,54,0,0.653104925,1400.0,5,0,0,0,0.0,1
2933,1,1.063782107,45,3,0.2575888989999999,2305.0,10,0,0,0,2.0,1
9846,0,0.305534723,54,0,3862.0,,9,0,2,0,0.0,0
146366,0,0.657068586,37,0,0.421435059,1100.0,4,0,0,0,2.0,1
124718,0,0.3716700889999999,31,1,0.139286904,3000.0,3,0,0,0,0.0,1
23530,0,0.0758279379999999,71,0,0.299206087,6045.0,13,0,2,0,1.0,1
81115,0,0.2413816699999999,70,2,0.3346202,9583.0,9,0,2,0,0.0,1
26197,0,0.027620018,87,0,0.00509898,3333.0,4,0,0,0,0.0,1
146256,0,0.024882919,61,0,0.135434025,6600.0,13,0,0,0,1.0,1
104757,0,0.0517273479999999,56,0,69.0,,4,0,0,0,0.0,0
39890,0,0.114055372,38,0,0.292531339,9492.0,8,0,2,0,3.0,1
42084,0,0.663293468,32,0,0.1936007999999999,8000.0,12,0,1,0,0.0,1
